host,project_name,serial,dataset_name,model_name,freeze_backbone,model_name_teacher,selector,tgda,pretrained,ckpt_path_teacher,square_resize_random_crop,cont_loss,cont_temp,loss_cont_weight,pooling_function,lr,base_lr,opt,weight_decay,seed,epochs,image_size,batch_size,num_images_train,num_images_val,val_acc,val_loss,train_acc,train_loss,time_total,max_memory,flops,no_params,no_params_trainable,throughput
nando-MS-7D88,KD_try,3,soygene,vit_t16,,vit_b16,cal,0.0,False,/home/nando/ckpts/cal_ckpts/soygene_vit_b16_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,45.4,2.411,88.34,0.808,668.0443,8.791,1.2475,118.8394,5.7383,
nando-MS-7D88,KD_try,3,soygene,vit_t16,,vit_b16,cal,1.0,False,/home/nando/ckpts/cal_ckpts/soygene_vit_b16_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,55.09,1.971,88.16,1.038,1253.5412,9.2285,1.2475,118.8394,5.7383,
nando-MS-7D88,KD_try,3,soygene,vit_t16,,resnet101,,0.0,False,/home/nando/ckpts/ft_ckpts/soygene_resnet101.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,38.89,2.901,83.57,1.757,562.0731,8.416,1.2546,50.5132,5.7386,
nando-MS-7D88,KD_try,3,soygene,vit_t16,,resnet101,cal,0.0,False,/home/nando/ckpts/cal_ckpts/soygene_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,39.4,2.91,88.39,1.02,612.0837,9.0,1.2475,121.049,5.7383,
nando-MS-7D88,KD_try,3,soygene,vit_t16,,resnet101,cal,1.0,False,/home/nando/ckpts/cal_ckpts/soygene_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,42.01,2.781,88.46,1.122,1079.9759,9.4004,1.2475,121.049,5.7383,
nando-MS-7D88,KD_try,4,soygene,resnet18,,,,0.0,False,,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,22.83,5.469,77.19,0.654,264.6981,1.293,1.8166,11.7459,11.7459,
nando-MS-7D88,KD_try,4,soygene,resnet18,,resnet101,cal,0.0,False,/home/nando/ckpts/cal_ckpts/soygene_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,47.55,2.448,77.1,1.123,435.9962,8.9961,1.8166,127.0567,11.7459,
nando-MS-7D88,KD_try,4,soygene,resnet18,,resnet101,cal,1.0,False,/home/nando/ckpts/cal_ckpts/soygene_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,30.8,3.322,78.79,1.036,785.1541,9.1094,1.8166,127.0567,11.7459,
vsplab-DGX-Station-A100,KD_try,4,soygene,resnet18,,resnet101,,0.0,False,/Desktop/CodeFolder/results_backbones/ft_ckpts/soygene_resnet101.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,40.9,2.732,76.71,1.164,800.2487,8.4277,1.8166,56.5205,11.7459,
nando-MS-7D88,KD_try,4,soygene,vit_t16,,,,0.0,False,,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,28.92,4.103,76.1,0.891,378.8214,0.3516,1.2546,5.7386,5.7386,
nando-MS-7D88,KD_try,4,soygene,vit_t16,,vit_b16,,0.0,False,/home/nando/ckpts/ft_ckpts/soygene_vit_b16.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,36.15,3.129,77.26,1.432,617.8627,8.5938,1.2546,92.3909,5.7386,
nando-MS-7D88,KD_try,4,soygene,vit_t16,,vit_b16,cal,0.0,False,/home/nando/ckpts/cal_ckpts/soygene_vit_b16_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,42.13,2.62,77.66,0.772,667.5255,8.791,1.2475,118.8394,5.7383,
nando-MS-7D88,KD_try,4,soygene,vit_t16,,vit_b16,cal,1.0,False,/home/nando/ckpts/cal_ckpts/soygene_vit_b16_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,49.9,2.257,77.55,0.942,1262.1732,9.2422,1.2475,118.8394,5.7383,
nando-MS-7D88,KD_try,4,soygene,vit_t16,,resnet101,,0.0,False,/home/nando/ckpts/ft_ckpts/soygene_resnet101.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,34.68,3.196,76.97,1.507,559.696,8.416,1.2546,50.5132,5.7386,
nando-MS-7D88,KD_try,4,soygene,vit_t16,,resnet101,cal,0.0,False,/home/nando/ckpts/cal_ckpts/soygene_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,34.3,3.271,78.36,1.027,610.5276,8.998,1.2475,121.049,5.7383,
nando-MS-7D88,KD_try,4,soygene,vit_t16,,resnet101,cal,1.0,False,/home/nando/ckpts/cal_ckpts/soygene_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,39.57,2.886,78.46,1.056,1076.7305,9.4004,1.2475,121.049,5.7383,
vsplab-DGX-Station-A100,KD_try,5,soygene,resnet18,,,,0.0,False,,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,42.74,3.062,80.98,0.734,351.4705,2.3984,1.8166,11.7459,11.7459,
vsplab-DGX-Station-A100,KD_try,5,soygene,resnet18,,resnet101,,0.0,False,/Desktop/CodeFolder/results_backbones/ft_ckpts/soygene_resnet101.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,47.52,2.436,80.77,1.31,867.9752,8.4355,1.8166,56.5205,11.7459,
vsplab-DGX-Station-A100,KD_try,5,soygene,resnet18,,resnet101,cal,0.0,False,/Desktop/CodeFolder/results_backbones/cal_ckpts/soygene_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,52.62,2.168,81.76,1.135,922.5672,9.0098,1.8166,127.0567,11.7459,
vsplab-DGX-Station-A100,KD_try,5,soygene,resnet18,,resnet101,cal,1.0,False,/Desktop/CodeFolder/results_backbones/cal_ckpts/soygene_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,22.11,4.028,80.56,1.119,1672.2502,9.1172,1.8166,127.0567,11.7459,
vsplab-DGX-Station-A100,KD_try,5,soygene,vit_t16,,resnet101,,0.0,False,/Desktop/CodeFolder/results_backbones/ft_ckpts/soygene_resnet101.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,37.86,2.956,78.73,1.794,1589.7319,8.416,1.2546,50.5132,5.7386,
vsplab-DGX-Station-A100,KD_try,5,soygene,vit_t16,,vit_b16,,0.0,False,/Desktop/CodeFolder/results_backbones/ft_ckpts/soygene_vit_b16.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,39.98,2.871,79.69,1.652,1542.7384,8.5938,1.2546,92.3909,5.7386,
vsplab-DGX-Station-A100,KD_try,5,soygene,vit_t16,,,,0.0,False,,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,31.14,3.819,80.69,1.076,991.3908,0.3477,1.2546,5.7386,5.7386,
vsplab-DGX-Station-A100,KD_try,5,soygene,vit_t16,,vit_b16,cal,1.0,False,/Desktop/CodeFolder/results_backbones/cal_ckpts/soygene_vit_b16_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,53.5,2.034,83.41,1.083,2671.8517,9.2285,1.2475,118.8394,5.7383,
vsplab-DGX-Station-A100,KD_try,5,soygene,vit_t16,,vit_b16,cal,0.0,False,/Desktop/CodeFolder/results_backbones/cal_ckpts/soygene_vit_b16_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,44.2,2.502,82.12,0.899,1557.5709,8.791,1.2475,118.8394,5.7383,
vsplab-DGX-Station-A100,KD_try,5,soygene,vit_t16,,resnet101,cal,0.0,False,/Desktop/CodeFolder/results_backbones/cal_ckpts/soygene_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,39.94,2.887,81.33,1.155,1665.1676,8.998,1.2475,121.049,5.7383,
vsplab-DGX-Station-A100,KD_try,5,soygene,vit_t16,,resnet101,cal,1.0,False,/Desktop/CodeFolder/results_backbones/cal_ckpts/soygene_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,12763.0,11143.0,36.15,3.175,82.47,1.128,2842.7704,9.4004,1.2475,121.049,5.7383,
DGX-CN01,KD_try,0,soylocal,resnet18,,,,0.0,False,,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,32.17,5.918,100.0,0.001,14.4507,2.4434,1.8161,11.2791,11.2791,
DGX-CN01,KD_try,0,soylocal,resnet18,,resnet101,,0.0,False,/home/edwinarkelrios.ee08/ckpts/ft_ckpts/soylocal_resnet101.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,37.67,2.755,100.0,0.104,25.3375,2.5996,1.8161,54.1891,11.2791,
DGX-CN01,KD_try,0,soylocal,resnet18,,resnet101,cal,0.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,39.5,2.582,100.0,0.152,26.4796,2.6914,1.8161,66.9521,11.2791,
DGX-CN01,KD_try,0,soylocal,resnet18,,resnet101,cal,1.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,32.5,2.912,100.0,0.192,39.5691,2.9336,1.8161,66.9521,11.2791,
DGX-CN02,KD_try,0,soylocal,vit_t16,,,,0.0,False,,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,14.5,10.42,100.0,0.001,28.0562,0.3887,1.2545,5.563,5.563,
DGX-CN02,KD_try,0,soylocal,vit_t16,,resnet101,,0.0,False,/home/edwinarkelrios.ee08/ckpts/ft_ckpts/soylocal_resnet101.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,17.17,4.418,100.0,0.147,35.3261,0.5645,1.2545,48.473,5.563,
DGX-CN02,KD_try,0,soylocal,vit_t16,,resnet101,cal,0.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,19.83,4.319,100.0,0.261,37.3737,0.6484,1.2474,61.2356,5.5626,
DGX-CN02,KD_try,0,soylocal,vit_t16,,resnet101,cal,1.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,21.0,4.077,100.0,0.353,60.847,1.1055,1.2474,61.2356,5.5626,
DGX-CN02,KD_try,0,soylocal,vit_t16,,vit_b16,,0.0,False,/home/edwinarkelrios.ee08/ckpts/ft_ckpts/soylocal_vit_b16.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,14.17,5.002,100.0,0.1,33.1082,0.7129,1.2545,91.5155,5.563,
DGX-CN02,KD_try,0,soylocal,vit_t16,,vit_b16,cal,0.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_vit_b16_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,17.83,4.554,99.83,0.106,35.7682,0.8027,1.2474,96.2996,5.5626,
DGX-CN02,KD_try,0,soylocal,vit_t16,,vit_b16,cal,1.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_vit_b16_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,21.17,4.177,100.0,0.134,58.2923,1.1992,1.2474,96.2996,5.5626,
DGX-CN01,KD_try,1,soylocal,resnet18,,,,0.0,False,,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,34.5,5.169,99.5,0.014,15.8836,2.4434,1.8161,11.2791,11.2791,
DGX-CN01,KD_try,1,soylocal,resnet18,,resnet101,,0.0,False,/home/edwinarkelrios.ee08/ckpts/ft_ckpts/soylocal_resnet101.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,40.5,2.654,99.67,0.149,25.3352,2.5996,1.8161,54.1891,11.2791,
DGX-CN01,KD_try,1,soylocal,resnet18,,resnet101,cal,0.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,40.17,2.601,99.67,0.215,26.2368,2.6914,1.8161,66.9521,11.2791,
DGX-CN01,KD_try,1,soylocal,resnet18,,resnet101,cal,1.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,30.33,2.914,99.83,0.252,39.8438,2.9336,1.8161,66.9521,11.2791,
DGX-CN02,KD_try,1,soylocal,vit_t16,,,,0.0,False,,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,17.17,7.716,98.17,0.07,28.1001,0.3867,1.2545,5.563,5.563,
DGX-CN02,KD_try,1,soylocal,vit_t16,,resnet101,,0.0,False,/home/edwinarkelrios.ee08/ckpts/ft_ckpts/soylocal_resnet101.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,21.0,4.022,98.5,0.227,35.3421,0.5508,1.2545,48.473,5.563,
DGX-CN02,KD_try,1,soylocal,vit_t16,,resnet101,cal,0.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,20.0,4.152,98.5,0.347,37.4354,0.6406,1.2474,61.2356,5.5626,
DGX-CN02,KD_try,1,soylocal,vit_t16,,resnet101,cal,1.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,20.17,4.029,98.67,0.435,60.7872,1.0938,1.2474,61.2356,5.5626,
DGX-CN02,KD_try,1,soylocal,vit_t16,,vit_b16,,0.0,False,/home/edwinarkelrios.ee08/ckpts/ft_ckpts/soylocal_vit_b16.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,17.83,4.538,98.17,0.187,33.1556,0.7129,1.2545,91.5155,5.563,
DGX-CN02,KD_try,1,soylocal,vit_t16,,vit_b16,cal,0.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_vit_b16_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,19.0,4.318,99.17,0.173,35.8297,0.7559,1.2474,96.2996,5.5626,
DGX-CN02,KD_try,1,soylocal,vit_t16,,vit_b16,cal,1.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_vit_b16_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,21.33,4.104,99.83,0.194,58.2823,1.1992,1.2474,96.2996,5.5626,
DGX-CN01,KD_try,2,soylocal,resnet18,,,,0.0,False,,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,32.67,4.196,95.67,0.164,16.8465,2.4473,1.8161,11.2791,11.2791,
DGX-CN01,KD_try,2,soylocal,resnet18,,resnet101,,0.0,False,/home/edwinarkelrios.ee08/ckpts/ft_ckpts/soylocal_resnet101.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,35.67,2.843,95.83,0.518,24.6384,2.5996,1.8161,54.1891,11.2791,
DGX-CN01,KD_try,2,soylocal,resnet18,,resnet101,cal,0.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,33.5,2.969,96.83,0.637,26.0526,2.6914,1.8161,66.9521,11.2791,
DGX-CN01,KD_try,2,soylocal,resnet18,,resnet101,cal,1.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,12.83,3.942,97.67,0.535,39.3732,2.9336,1.8161,66.9521,11.2791,
DGX-CN02,KD_try,2,soylocal,vit_t16,,,,0.0,False,,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,11.67,4.468,30.17,2.466,28.0881,0.3848,1.2545,5.563,5.563,
DGX-CN02,KD_try,2,soylocal,vit_t16,,resnet101,,0.0,False,/home/edwinarkelrios.ee08/ckpts/ft_ckpts/soylocal_resnet101.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,17.17,4.169,60.67,1.935,35.3517,0.584,1.2545,48.473,5.563,
DGX-CN02,KD_try,2,soylocal,vit_t16,,resnet101,cal,0.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,18.17,3.764,39.67,3.15,37.3602,0.6484,1.2474,61.2356,5.5626,
DGX-CN02,KD_try,2,soylocal,vit_t16,,resnet101,cal,1.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,21.83,3.93,68.0,2.053,60.6777,1.0996,1.2474,61.2356,5.5626,
DGX-CN02,KD_try,2,soylocal,vit_t16,,vit_b16,,0.0,False,/home/edwinarkelrios.ee08/ckpts/ft_ckpts/soylocal_vit_b16.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,15.0,4.099,39.17,2.522,33.1998,0.7129,1.2545,91.5155,5.563,
DGX-CN02,KD_try,2,soylocal,vit_t16,,vit_b16,cal,0.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_vit_b16_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,16.5,3.599,28.17,3.252,35.8226,0.8047,1.2474,96.2996,5.5626,
DGX-CN02,KD_try,2,soylocal,vit_t16,,vit_b16,cal,1.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_vit_b16_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,19.83,3.768,52.17,2.615,58.3531,1.2031,1.2474,96.2996,5.5626,
DGX-CN01,KD_try,3,soylocal,resnet18,,,,0.0,False,,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,38.33,2.867,85.5,0.623,17.057,2.4434,1.8161,11.2791,11.2791,
DGX-CN01,KD_try,3,soylocal,resnet18,,resnet101,,0.0,False,/home/edwinarkelrios.ee08/ckpts/ft_ckpts/soylocal_resnet101.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,38.83,2.584,86.83,0.992,24.6133,2.5996,1.8161,54.1891,11.2791,
DGX-CN01,KD_try,3,soylocal,resnet18,,resnet101,cal,0.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,42.5,2.436,88.17,1.178,26.3285,2.6914,1.8161,66.9521,11.2791,
DGX-CN01,KD_try,3,soylocal,resnet18,,resnet101,cal,1.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,27.33,3.043,90.67,0.882,38.3925,2.9336,1.8161,66.9521,11.2791,
DGX-CN02,KD_try,3,soylocal,vit_t16,,,,0.0,False,,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,19.67,4.992,87.67,0.703,26.4487,0.3848,1.2545,5.563,5.563,
DGX-CN02,KD_try,3,soylocal,vit_t16,,resnet101,,0.0,False,/home/edwinarkelrios.ee08/ckpts/ft_ckpts/soylocal_resnet101.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,20.83,3.645,85.17,1.043,33.7023,0.5508,1.2545,48.473,5.563,
DGX-CN02,KD_try,3,soylocal,vit_t16,,resnet101,cal,0.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,25.83,3.49,82.33,1.296,37.7001,0.6504,1.2474,61.2356,5.5626,
DGX-CN02,KD_try,3,soylocal,vit_t16,,resnet101,cal,1.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,23.67,3.449,88.5,1.049,60.5316,1.1055,1.2474,61.2356,5.5626,
DGX-CN02,KD_try,3,soylocal,vit_t16,,vit_b16,,0.0,False,/home/edwinarkelrios.ee08/ckpts/ft_ckpts/soylocal_vit_b16.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,20.83,3.754,83.33,1.042,32.1124,0.7129,1.2545,91.5155,5.563,
DGX-CN02,KD_try,3,soylocal,vit_t16,,vit_b16,cal,0.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_vit_b16_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,24.0,3.533,72.0,1.494,35.1067,0.8027,1.2474,96.2996,5.5626,
DGX-CN02,KD_try,3,soylocal,vit_t16,,vit_b16,cal,1.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_vit_b16_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,23.17,3.596,88.17,1.046,60.7268,1.1992,1.2474,96.2996,5.5626,
DGX-CN01,KD_try,4,soylocal,resnet18,,,,0.0,False,,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,36.0,3.078,72.0,0.739,16.8055,2.4297,1.8161,11.2791,11.2791,
DGX-CN01,KD_try,4,soylocal,resnet18,,resnet101,,0.0,False,/home/edwinarkelrios.ee08/ckpts/ft_ckpts/soylocal_resnet101.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,38.17,2.641,66.67,0.824,24.6261,2.5996,1.8161,54.1891,11.2791,
DGX-CN01,KD_try,4,soylocal,resnet18,,resnet101,cal,0.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,42.83,2.509,82.67,1.031,25.9851,2.6875,1.8161,66.9521,11.2791,
DGX-CN01,KD_try,4,soylocal,resnet18,,resnet101,cal,1.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,28.67,3.064,76.83,0.908,39.4088,2.9336,1.8161,66.9521,11.2791,
DGX-CN02,KD_try,4,soylocal,vit_t16,,,,0.0,False,,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,20.33,5.754,77.83,0.891,26.4578,0.4102,1.2545,5.563,5.563,
DGX-CN02,KD_try,4,soylocal,vit_t16,,resnet101,,0.0,False,/home/edwinarkelrios.ee08/ckpts/ft_ckpts/soylocal_resnet101.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,21.83,3.797,71.5,1.103,33.7253,0.6777,1.2545,48.473,5.563,
DGX-CN02,KD_try,4,soylocal,vit_t16,,resnet101,cal,0.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,24.5,3.788,77.5,1.382,37.7286,0.6504,1.2474,61.2356,5.5626,
DGX-CN02,KD_try,4,soylocal,vit_t16,,resnet101,cal,1.0,False,/home/edwinarkelrios.ee08/ckpts/cal_ckpts/soylocal_resnet101_cal.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,27.67,3.519,77.33,1.348,60.5558,1.0996,1.2474,61.2356,5.5626,
DGX-CN02,KD_try,4,soylocal,vit_t16,,vit_b16,,0.0,False,/home/edwinarkelrios.ee08/ckpts/ft_ckpts/soylocal_vit_b16.pth,True,0.0,0.07,1.0,gap,0.0005,,adamw,0.05,0.0,800.0,224.0,8.0,600.0,600.0,21.17,3.996,76.67,1.088,32.1294,0.7324,1.2545,91.5155,5.563,
